prfInformationCarrier,prfYear,prfMonth,prfPrdOilGrossMillSm3,prfPrdGasGrossBillSm3,prfPrdCondensateGrossMillSm3,prfPrdOeGrossMillSm3,prfPrdProducedWaterInFieldMillSm3,prfNpdidInformationCarrier
HULDRA,2014,1,0,0.04332,0.00657,0.04989,0.01679,97002
HULDRA,2014,2,0,0.0394,0.00568,0.04508,0.01583,97002
HULDRA,2014,3,0,0.04737,0.00664,0.05401,0.0209,97002
HULDRA,2014,4,0,0.02866,0.0041,0.03276,0.01149,97002
HULDRA,2014,5,0,0,0,0,0,97002
HULDRA,2014,6,0,0.02137,0.00322,0.02459,0.00501,97002
HULDRA,2014,7,0,0.02826,0.00405,0.03232,0.00666,97002
HULDRA,2014,8,0,0.02658,0.00366,0.03024,0.00535,97002
HULDRA,2014,9,0,0.00367,0.00071,0.00438,0.00119,97002
HULDRA,2014,10,0,0,0,0,0,97002
HULDRA,2014,11,0,0,0,0,0,97002
HULDRA,2015,2,0,0,0,0,0,97002
HULDRA,2016,1,0,0,0,0,0,97002
HULDRA,2016,2,0,0,0,0,0,97002
HULDRA,2016,3,0,0,0,0,0,97002
HULDRA,2016,4,0,0,0,0,0,97002
HULDRA,2016,5,0,0,0,0,0,97002
HULDRA,2016,6,0,0,0,0,0,97002
HULDRA,2016,7,0,0,0,0,0,97002
HULDRA,2016,8,0,0,0,0,0,97002
HULDRA,2017,1,0,0,0,0,0,97002
HULDRA,2017,2,0,0,0,0,0,97002
HULDRA,2017,3,0,0,0,0,0,97002
HULDRA,2017,4,0,0,0,0,0,97002
HULDRA,2017,5,0,0,0,0,0,97002
HULDRA,2017,6,0,0,0,0,0,97002
HULDRA,2017,7,0,0,0,0,0,97002
HULDRA,2017,8,0,0,0,0,0,97002
HULDRA,2017,9,0,0,0,0,0,97002
HULDRA,2017,10,0,0,0,0,0,97002
HULDRA,2017,11,0,0,0,0,0,97002
HULDRA,2017,12,0,0,0,0,0,97002
HULDRA,2018,1,0,0,0,0,0,97002
HULDRA,2018,2,0,0,0,0,0,97002
HULDRA,2018,3,0,0,0,0,0,97002
HULDRA,2018,4,0,0,0,0,0,97002
HULDRA,2018,5,0,0,0,0,0,97002
HULDRA,2018,6,0,0,0,0,0,97002
HULDRA,2018,7,0,0,0,0,0,97002
HULDRA,2018,8,0,0,0,0,0,97002
HULDRA,2018,9,0,0,0,0,0,97002
HULDRA,2018,10,0,0,0,0,0,97002
HULDRA,2018,11,0,0,0,0,0,97002
HULDRA,2018,12,0,0,0,0,0,97002
HULDRA,2019,1,0,0,0,0,0,97002
HULDRA,2019,2,0,0,0,0,0,97002
HULDRA,2019,3,0,0,0,0,0,97002
HULDRA,2019,4,0,0,0,0,0,97002
HULDRA,2019,5,0,0,0,0,0,97002
HULDRA,2019,6,0,0,0,0,0,97002
HULDRA,2019,7,0,0,0,0,0,97002
HULDRA,2019,8,0,0,0,0,0,97002
HULDRA,2019,9,0,0,0,0,0,97002
HULDRA,2019,10,0,0,0,0,0,97002
HULDRA,2019,11,0,0,0,0,0,97002
HULDRA,2019,12,0,0,0,0,0,97002
HULDRA,2020,1,0,0,0,0,0,97002
HULDRA,2020,2,0,0,0,0,0,97002
HULDRA,2020,3,0,0,0,0,0,97002
HULDRA,2020,4,0,0,0,0,0,97002
HULDRA,2020,5,0,0,0,0,0,97002
HULDRA,2020,6,0,0,0,0,0,97002
HULDRA,2020,7,0,0,0,0,0,97002
HULDRA,2020,8,0,0,0,0,0,97002
HULDRA,2020,9,0,0,0,0,0,97002
HULDRA,2020,10,0,0,0,0,0,97002
HULDRA,2020,11,0,0,0,0,0,97002
HULDRA,2020,12,0,0,0,0,0,97002
HULDRA,2021,1,0,0,0,0,0,97002
HULDRA,2021,2,0,0,0,0,0,97002
HULDRA,2021,3,0,0,0,0,0,97002
HULDRA,2021,4,0,0,0,0,0,97002
HULDRA,2021,5,0,0,0,0,0,97002
HULDRA,2021,6,0,0,0,0,0,97002
HULDRA,2021,7,0,0,0,0,0,97002
HULDRA,2021,8,0,0,0,0,0,97002
HULDRA,2021,9,0,0,0,0,0,97002
HULDRA,2021,10,0,0,0,0,0,97002
HULDRA,2021,11,0,0,0,0,0,97002
HULDRA,2021,12,0,0,0,0,0,97002
HULDRA,2022,1,0,0,0,0,0,97002
HULDRA,2022,2,0,0,0,0,0,97002
HULDRA,2022,3,0,0,0,0,0,97002
HULDRA,2022,4,0,0,0,0,0,97002
HULDRA,2022,5,0,0,0,0,0,97002
HYME,2013,2,0,0,0,0,0,20474183
HYME,2013,3,0.06786,0.01221,0,0.08006,0.00063,20474183
HYME,2013,4,0.06914,0.0128,0,0.08194,0.00092,20474183
HYME,2013,5,0.08555,0.01617,0,0.10172,0.00076,20474183
HYME,2013,6,0.07539,0.0183,0,0.09369,0.00072,20474183
HYME,2013,7,0.06256,0.01934,0,0.0819,0.00057,20474183
HYME,2013,8,0,0,0,0,0,20474183
HYME,2013,9,0,0,0,0,0,20474183
HYME,2013,10,0,0,0,0,0,20474183
HYME,2013,11,0,0,0,0,0,20474183
HYME,2013,12,0,0,0,0,0,20474183
HYME,2014,1,0,0,0,0,0,20474183
HYME,2014,2,0,0,0,0,0,20474183
HYME,2014,3,0,0,0,0,0,20474183
HYME,2014,4,0,0,0,0,0,20474183
HYME,2014,5,0,0,0,0,0,20474183
HYME,2014,6,0,0,0,0,0,20474183
HYME,2014,7,0.02812,0.00531,0,0.03343,0.00012,20474183
HYME,2014,8,0.08109,0.01529,0,0.09639,0.00039,20474183
HYME,2014,9,0.07613,0.01305,0,0.08919,0.00026,20474183
HYME,2014,10,0.07731,0.01329,0,0.0906,0.00118,20474183
HYME,2014,11,0.0745,0.01454,0,0.08904,0.00195,20474183
HYME,2014,12,0.06521,0.01086,0,0.07607,0.00372,20474183
HYME,2015,1,0.06882,0.0126,0,0.08142,0.00761,20474183
HYME,2015,2,0.06619,0.0121,0,0.07829,0.0105,20474183
HYME,2015,3,0.06481,0.01196,0,0.07677,0.01336,20474183
HYME,2015,4,0.07285,0.01329,0,0.08613,0.01672,20474183
HYME,2015,5,0.0748,0.01568,0,0.09048,0.02223,20474183
HYME,2015,6,0.07284,0.01527,0,0.08811,0.02836,20474183
HYME,2015,7,0.06874,0.01468,0,0.08342,0.03313,20474183
HYME,2015,8,0.07056,0.01578,0,0.08635,0.03741,20474183
HYME,2015,9,0.06773,0.01515,0,0.08288,0.03938,20474183
HYME,2015,10,0.0737,0.0164,0,0.0901,0.04454,20474183
HYME,2015,11,0.06726,0.01498,0,0.08224,0.0446,20474183
HYME,2015,12,0.05734,0.01279,0,0.07013,0.04355,20474183
HYME,2016,1,0.0639,0.01404,0,0.07793,0.05112,20474183
HYME,2016,2,0.05679,0.01246,0,0.06925,0.05005,20474183
HYME,2016,3,0.05537,0.01216,0,0.06753,0.05678,20474183
HYME,2016,4,0.04844,0.01066,0,0.0591,0.05979,20474183
HYME,2016,5,0.04202,0.01241,0,0.05443,0.06508,20474183
HYME,2016,6,0.0013,0.00031,0,0.00161,0.00215,20474183
HYME,2016,7,0,0,0,0,0,20474183
HYME,2016,8,0,0,0,0,0,20474183
HYME,2016,9,0,0,0,0,0,20474183
HYME,2016,10,0,0,0,0,0,20474183
HYME,2016,11,0,0,0,0,0,20474183
HYME,2016,12,0,0,0,0,0,20474183
HYME,2017,1,0,0,0,0,0,20474183
HYME,2017,2,0,0,0,0,0,20474183
HYME,2017,3,0,0,0,0,0,20474183
HYME,2017,4,0,0,0,0,0,20474183
HYME,2017,5,0,0,0,0,0,20474183
HYME,2017,6,0,0,0,0,0,20474183
HYME,2017,7,0,0,0,0,0,20474183
HYME,2017,8,0,0,0,0,0,20474183
HYME,2017,9,0,0,0,0,0,20474183
HYME,2017,10,0,0,0,0,0,20474183
HYME,2017,11,0,0,0,0,0,20474183
HYME,2017,12,0,0,0,0,0,20474183
HYME,2018,1,0,0,0,0,0,20474183
HYME,2018,2,0,0,0,0,0,20474183
HYME,2018,3,0,0,0,0,0,20474183
HYME,2018,4,0,0,0,0,0,20474183
HYME,2018,5,0,0,0,0,0,20474183
HYME,2018,6,0,0,0,0,0,20474183
HYME,2018,7,0,0,0,0,0,20474183
HYME,2018,8,0,0,0,0,0,20474183
HYME,2018,9,0,0,0,0,0,20474183
HYME,2018,10,0,0,0,0,0,20474183
HYME,2018,11,0,0,0,0,0,20474183
HYME,2018,12,0,0,0,0,0,20474183
HYME,2019,1,0,0,0,0,0,20474183
HYME,2019,2,0,0,0,0,0,20474183
HYME,2019,3,0,0,0,0,0,20474183
HYME,2019,4,0,0,0,0,0,20474183
HYME,2019,5,0,0,0,0,0,20474183
HYME,2019,6,0,0,0,0,0,20474183
HYME,2019,7,0,0,0,0,0,20474183
HYME,2019,8,0,0,0,0,0,20474183
HYME,2019,9,0,0,0,0,0,20474183
HYME,2019,10,0,0,0,0,0,20474183
HYME,2019,11,0,0,0,0,0,20474183
HYME,2019,12,0,0,0,0,0,20474183
HYME,2020,1,0,0,0,0,0,20474183
HYME,2020,2,0,0,0,0,0,20474183
HYME,2020,3,0,0,0,0,0,20474183
HYME,2020,4,0,0,0,0,0,20474183
HYME,2020,5,0,0,0,0,0,20474183
HYME,2020,6,0,0,0,0,0,20474183
HYME,2020,7,0,0,0,0,0,20474183
HYME,2020,8,0,0,0,0,0,20474183
HYME,2020,9,0,0,0,0,0,20474183
HYME,2020,10,0,0,0,0,0,20474183
HYME,2020,11,0,0,0,0,0,20474183
HYME,2020,12,0,0,0,0,0,20474183
HYME,2021,1,0,0,0,0,0,20474183
HYME,2021,2,0,0,0,0,0,20474183
HYME,2021,3,0,0,0,0,0,20474183
HYME,2021,4,0,0,0,0,0,20474183
HYME,2021,5,0,0,0,0,0,20474183
HYME,2021,6,0,0,0,0,0,20474183
HYME,2021,7,0,0,0,0,0,20474183
HYME,2021,8,0,0,0,0,0,20474183
HYME,2021,9,0,0,0,0,0,20474183
HYME,2021,10,0,0,0,0,0,20474183
HYME,2021,11,0,0,0,0,0,20474183
HYME,2021,12,0,0,0,0,0,20474183
HYME,2022,1,0,0,0,0,0,20474183
HYME,2022,2,0,0,0,0,0,20474183
HYME,2022,3,0,0,0,0,0,20474183
HYME,2022,4,0,0,0,0,0,20474183
HYME,2022,5,0,0,0,0,0,20474183
ISLAY,2012,4,0.0002,0.0025,0,0.0027,0,21105675
ISLAY,2012,5,0.0003,0.00398,0,0.00428,0,21105675
ISLAY,2012,6,0.00026,0.00359,0,0.00385,0,21105675
ISLAY,2012,7,0.00029,0.00409,0,0.00438,0,21105675
ISLAY,2012,8,0.00026,0.0039,0,0.00416,0,21105675
ISLAY,2012,9,0,0,0,0,0,21105675
ISLAY,2012,10,0.00007,0.00103,0,0.0011,0,21105675
ISLAY,2012,11,0.00022,0.00402,0,0.00424,0,21105675
ISLAY,2012,12,0.00023,0.00427,0,0.0045,0,21105675
ISLAY,2013,1,0.00019,0.00375,0,0.00394,0,21105675
ISLAY,2013,2,0.0002,0.00378,0,0.00397,0,21105675
ISLAY,2013,3,0.00016,0.00291,0,0.00307,0,21105675
ISLAY,2013,4,0.00017,0.00339,0,0.00356,0,21105675
ISLAY,2013,5,0.00015,0.00314,0,0.0033,0,21105675
ISLAY,2013,6,0.00015,0.00313,0,0.00328,0,21105675
ISLAY,2013,7,0.00014,0.00305,0,0.00319,0,21105675
ISLAY,2013,8,0.00013,0.00255,0,0.00268,0,21105675
ISLAY,2013,9,0.00011,0.00223,0,0.00234,0,21105675
ISLAY,2013,10,0.00006,0.00119,0,0.00125,0,21105675
ISLAY,2013,11,0.00011,0.0021,0,0.00221,0,21105675
ISLAY,2013,12,0.0001,0.00202,0,0.00212,0,21105675
ISLAY,2014,1,0.00009,0.00172,0,0.00181,0,21105675
ISLAY,2014,2,0.00007,0.0014,0,0.00147,0,21105675
ISLAY,2014,3,0.00007,0.00142,0,0.00148,0,21105675
ISLAY,2014,4,0.00006,0.0012,0,0.00126,0,21105675
ISLAY,2014,5,0.00002,0.00065,0,0.00067,0,21105675
ISLAY,2014,6,0,0,0,0,0,21105675
ISLAY,2014,7,0.00005,0.00109,0,0.00114,0,21105675
ISLAY,2014,8,0.00005,0.00126,0,0.00131,0,21105675
ISLAY,2014,9,0.00004,0.00105,0,0.00108,0,21105675
ISLAY,2014,10,0.00003,0.00106,0,0.0011,0,21105675
ISLAY,2014,11,0.00002,0.00077,0,0.00079,0,21105675
ISLAY,2014,12,0.00003,0.00091,0,0.00094,0,21105675
ISLAY,2015,1,0.00004,0.00089,0,0.00092,0,21105675
ISLAY,2015,2,0.00002,0.0008,0,0.00083,0,21105675
ISLAY,2015,3,0.00006,0.00081,0,0.00087,0,21105675
ISLAY,2015,4,0.00003,0.00078,0,0.00081,0,21105675
ISLAY,2015,5,0.00003,0.00075,0,0.00078,0,21105675
ISLAY,2015,6,0.00001,0.00031,0,0.00032,0,21105675
ISLAY,2015,7,0.00003,0.00068,0,0.00071,0,21105675
ISLAY,2015,8,0.00003,0.00068,0,0.00071,0,21105675
ISLAY,2015,9,0.00002,0.00058,0,0.0006,0,21105675
ISLAY,2015,10,0.00003,0.00065,0,0.00067,0,21105675
ISLAY,2015,11,0.00003,0.00065,0,0.00067,0,21105675
ISLAY,2015,12,0.00002,0.00054,0,0.00057,0,21105675
ISLAY,2016,1,0.00003,0.00057,0,0.00059,0,21105675
ISLAY,2016,2,0.00002,0.00053,0,0.00055,0,21105675
ISLAY,2016,3,0.00002,0.00053,0,0.00055,0,21105675
ISLAY,2016,4,0.00002,0.00046,0,0.00048,0,21105675
ISLAY,2016,5,0.00002,0.00045,0,0.00047,0,21105675
ISLAY,2016,6,0.00002,0.00051,0,0.00053,0,21105675
ISLAY,2016,7,0.00002,0.00045,0,0.00048,0,21105675
ISLAY,2016,8,0.00002,0.00045,0,0.00047,0,21105675
ISLAY,2016,9,0.00002,0.0003,0,0.00032,0,21105675
ISLAY,2016,10,0.00002,0.00034,0,0.00036,0,21105675
ISLAY,2016,11,0.00001,0.00013,0,0.00014,0,21105675
ISLAY,2016,12,0.00001,0.00018,0,0.00019,0,21105675
ISLAY,2017,1,0.00002,0.00036,0,0.00038,0,21105675
ISLAY,2017,2,0.00001,0.00015,0,0.00015,0,21105675
ISLAY,2017,3,0.00002,0.00027,0,0.00029,0,21105675
ISLAY,2017,4,0.00001,0.00024,0,0.00025,0,21105675
ISLAY,2017,5,0.00002,0.00025,0,0.00026,0,21105675
ISLAY,2017,6,0.00002,0.00025,0,0.00026,0,21105675
ISLAY,2017,7,0.00002,0.00029,0,0.0003,0,21105675
ISLAY,2017,8,0.00001,0.00018,0,0.0002,0,21105675
ISLAY,2017,9,0.00001,0.00022,0,0.00023,0,21105675
ISLAY,2017,10,0.00001,0.0002,0,0.00021,0,21105675
ISLAY,2017,11,0.00001,0.00013,0,0.00014,0,21105675
ISLAY,2017,12,0.00002,0.00028,0,0.0003,0,21105675
ISLAY,2018,1,0.00001,0.00017,0,0.00018,0,21105675
ISLAY,2018,2,0.00001,0.00017,0,0.00018,0,21105675
ISLAY,2018,3,0.00001,0.00024,0,0.00025,0,21105675
ISLAY,2018,4,0.00001,0.00023,0,0.00025,0,21105675
ISLAY,2018,5,0.00001,0.00018,0,0.00019,0,21105675
ISLAY,2018,6,0,0,0,0,0,21105675
ISLAY,2018,7,0.00001,0.00016,0,0.00017,0,21105675
ISLAY,2018,8,0.00002,0.00027,0,0.00029,0,21105675
ISLAY,2018,9,0.00001,0.00009,0,0.0001,0,21105675
ISLAY,2018,10,0.00002,0.00034,0,0.00037,0,21105675
ISLAY,2018,11,0,0,0,0,0,21105675
ISLAY,2018,12,0,0.00001,0,0.00001,0,21105675
ISLAY,2019,1,0,0.00001,0,0.00001,0,21105675
ISLAY,2019,2,0,0,0,0,0,21105675
ISLAY,2019,3,0,0,0,0,0,21105675
ISLAY,2019,4,0,0.00001,0,0.00001,0,21105675
ISLAY,2019,5,0,0.00001,0,0.00001,0,21105675
ISLAY,2019,6,0,0,0,0,0,21105675
ISLAY,2019,7,0.00004,0.00068,0,0.00072,0,21105675
ISLAY,2019,8,0.00003,0.00046,0,0.00049,0,21105675
ISLAY,2019,9,0.00002,0.00031,0,0.00032,0,21105675
ISLAY,2019,10,0.00001,0.00023,0,0.00024,0,21105675
ISLAY,2019,11,0.00001,0.00015,0,0.00015,0,21105675
ISLAY,2019,12,0.00001,0.00012,0,0.00013,0,21105675
ISLAY,2020,1,0,0.00006,0,0.00007,0,21105675
ISLAY,2020,2,0,0.00005,0,0.00005,0,21105675
ISLAY,2020,3,0,0.00008,0,0.00008,0,21105675
ISLAY,2020,4,0.00001,0.00017,0,0.00018,0,21105675
ISLAY,2020,5,0.00001,0.00009,0,0.00009,0,21105675
ISLAY,2020,6,0.00001,0.00009,0,0.0001,0,21105675
ISLAY,2020,7,0.00001,0.00018,0,0.0002,0,21105675
ISLAY,2020,8,0.00001,0.00013,0,0.00014,0,21105675
ISLAY,2020,9,0.00002,0.00032,0,0.00034,0,21105675
ISLAY,2020,10,0.00002,0.00028,0,0.0003,0,21105675
ISLAY,2020,11,0.00003,0.00034,0,0.00037,0,21105675
ISLAY,2020,12,0.00003,0.00037,0,0.0004,0,21105675
ISLAY,2021,1,0.00003,0.00027,0,0.0003,0,21105675
ISLAY,2021,2,0.00005,0.00044,0,0.00048,0,21105675
ISLAY,2021,3,0.00001,0.00013,0,0.00015,0,21105675
ISLAY,2021,4,0.00002,0.0002,0,0.00022,0,21105675
ISLAY,2021,5,0.00002,0.00024,0,0.00026,0,21105675
ISLAY,2021,6,0.00001,0.00007,0,0.00008,0,21105675
ISLAY,2021,7,0,0,0,0,0,21105675
ISLAY,2021,8,0,0,0,0,0,21105675
ISLAY,2021,9,0,0.00002,0,0.00003,0,21105675
ISLAY,2021,10,0.00003,0.00035,0,0.00038,0,21105675
ISLAY,2021,11,0,0.00004,0,0.00005,0,21105675
ISLAY,2021,12,0.00001,0.00013,0,0.00014,0,21105675
ISLAY,2022,1,0.00001,0.00009,0,0.0001,0,21105675
ISLAY,2022,2,0.00002,0.00015,0,0.00016,0,21105675
ISLAY,2022,3,0.00001,0.00006,0,0.00007,0,21105675
ISLAY,2022,4,0.00001,0.00012,0,0.00013,0,21105675
ISLAY,2022,5,0.00002,0.00023,0,0.00025,0,21105675
IVAR AASEN,2016,12,0.02762,0.0102,0,0.03781,0,23384520
IVAR AASEN,2017,1,0.13639,0.04278,0,0.17917,0,23384520
IVAR AASEN,2017,2,0.1524,0.04403,0,0.19643,0,23384520
IVAR AASEN,2017,3,0.17944,0.04924,0,0.22868,0,23384520
IVAR AASEN,2017,4,0.18063,0.05689,0,0.23752,0,23384520
IVAR AASEN,2017,5,0.14564,0.05146,0,0.19711,0,23384520
IVAR AASEN,2017,6,0.18228,0.06771,0,0.24999,0,23384520
IVAR AASEN,2017,7,0.1765,0.06681,0,0.24331,0,23384520
IVAR AASEN,2017,8,0.17799,0.06587,0,0.24386,0,23384520
IVAR AASEN,2017,9,0.13905,0.04623,0,0.18528,0,23384520
IVAR AASEN,2017,10,0.2416,0.0823,0,0.32391,0.02315,23384520
IVAR AASEN,2017,11,0.25273,0.07784,0,0.33058,0.03501,23384520
IVAR AASEN,2017,12,0.25915,0.08242,0,0.34157,0.04278,23384520
IVAR AASEN,2018,1,0.26652,0.0847,0,0.35122,0.05473,23384520
IVAR AASEN,2018,2,0.24168,0.07561,0,0.31729,0.06865,23384520
IVAR AASEN,2018,3,0.21048,0.06647,0,0.27695,0.06055,23384520
IVAR AASEN,2018,4,0.21575,0.0653,0,0.28105,0.05142,23384520
IVAR AASEN,2018,5,0.23675,0.06741,0,0.30416,0.05683,23384520
IVAR AASEN,2018,6,0.25564,0.0693,0,0.32494,0.08475,23384520
IVAR AASEN,2018,7,0.24954,0.07135,0,0.32089,0.08812,23384520
IVAR AASEN,2018,8,0.27535,0.06553,0,0.34088,0.11595,23384520
IVAR AASEN,2018,9,0.25424,0.0607,0,0.31494,0.10313,23384520
IVAR AASEN,2018,10,0.2742,0.06207,0,0.33627,0.12404,23384520
IVAR AASEN,2018,11,0.22817,0.04297,0,0.27114,0.11595,23384520
IVAR AASEN,2018,12,0.2563,0.05209,0,0.30839,0.13075,23384520
IVAR AASEN,2019,1,0.26808,0.06113,0,0.32921,0.1408,23384520
IVAR AASEN,2019,2,0.25091,0.04052,0,0.29143,0.10575,23384520
IVAR AASEN,2019,3,0.26956,0.04637,0,0.31593,0.10476,23384520
IVAR AASEN,2019,4,0.24326,0.03992,0,0.28318,0.09966,23384520
IVAR AASEN,2019,5,0.22124,0.0356,0,0.25684,0.11936,23384520
IVAR AASEN,2019,6,0.21596,0.0367,0,0.25266,0.0908,23384520
IVAR AASEN,2019,7,0.25442,0.04678,0,0.3012,0.1204,23384520
IVAR AASEN,2019,8,0.26908,0.05063,0,0.31971,0.14519,23384520
IVAR AASEN,2019,9,0.23248,0.04721,0,0.27968,0.08703,23384520
IVAR AASEN,2019,10,0.2657,0.04421,0,0.30991,0.13614,23384520
IVAR AASEN,2019,11,0.26036,0.04814,0,0.3085,0.16118,23384520
IVAR AASEN,2019,12,0.26706,0.05035,0,0.31741,0.15557,23384520
IVAR AASEN,2020,1,0.26572,0.05357,0,0.31929,0.15614,23384520
IVAR AASEN,2020,2,0.25621,0.04859,0,0.3048,0.23851,23384520
IVAR AASEN,2020,3,0.26965,0.05413,0,0.32378,0.17075,23384520
IVAR AASEN,2020,4,0.26058,0.05426,0,0.31484,0.25192,23384520
IVAR AASEN,2020,5,0.24844,0.0496,0,0.29803,0.27465,23384520
IVAR AASEN,2020,6,0.21506,0.03829,0,0.25334,0.21991,23384520
IVAR AASEN,2020,7,0.2046,0.04196,0,0.24656,0.26803,23384520
IVAR AASEN,2020,8,0.19021,0.04258,0,0.23278,0.21784,23384520
IVAR AASEN,2020,9,0.18745,0.04126,0,0.22871,0.24819,23384520
IVAR AASEN,2020,10,0.23304,0.05374,0,0.28678,0.31578,23384520
IVAR AASEN,2020,11,0.19484,0.04236,0,0.2372,0.29407,23384520
IVAR AASEN,2020,12,0.19247,0.04412,0,0.23658,0.27695,23384520
IVAR AASEN,2021,1,0.21732,0.05339,0,0.27071,0.32027,23384520
IVAR AASEN,2021,2,0.18558,0.04192,0,0.22751,0.27053,23384520
IVAR AASEN,2021,3,0.24879,0.06493,0,0.31371,0.34612,23384520
IVAR AASEN,2021,4,0.20679,0.04863,0,0.25542,0.27665,23384520
IVAR AASEN,2021,5,0.17806,0.03762,0,0.21568,0.27771,23384520
IVAR AASEN,2021,6,0.17111,0.03641,0,0.20752,0.28117,23384520
IVAR AASEN,2021,7,0.19646,0.04459,0,0.24105,0.37061,23384520
IVAR AASEN,2021,8,0.18122,0.04157,0,0.22279,0.36701,23384520
IVAR AASEN,2021,9,0.12882,0.03363,0,0.16245,0.19084,23384520
IVAR AASEN,2021,10,0.13046,0.03663,0,0.16709,0.13147,23384520
IVAR AASEN,2021,11,0.15309,0.04435,0,0.19745,0.19756,23384520
IVAR AASEN,2021,12,0.17735,0.05304,0,0.23039,0.38062,23384520
IVAR AASEN,2022,1,0.16696,0.04888,0,0.21584,0.35894,23384520
IVAR AASEN,2022,2,0.13989,0.03912,0,0.17901,0.31761,23384520
IVAR AASEN,2022,3,0.11244,0.03242,0,0.14486,0.2641,23384520
IVAR AASEN,2022,4,0.01676,0.00423,0,0.02099,0.02488,23384520
IVAR AASEN,2022,5,0.05993,0.01375,0,0.07368,0.15679,23384520
JETTE,2013,5,0.02267,0.00212,0,0.0248,0.00339,21613906
JETTE,2013,6,0.04882,0.0043,0,0.05312,0.00514,21613906
JETTE,2013,7,0.04096,0.00332,0,0.04428,0.00284,21613906
JETTE,2013,8,0.03052,0.00231,0,0.03283,0.00284,21613906
JETTE,2013,9,0.02168,0.00157,0,0.02325,0.00271,21613906
JETTE,2013,10,0.0199,0.00155,0,0.02144,0.00255,21613906
JETTE,2013,11,0.01781,0.00133,0,0.01914,0.00275,21613906
JETTE,2013,12,0.01691,0.00136,0,0.01827,0.01299,21613906
JETTE,2014,1,0.01483,0.0013,0,0.01613,0.03122,21613906
JETTE,2014,2,0.01115,0.00112,0,0.01228,0.02873,21613906
JETTE,2014,3,0.00982,0.0009,0,0.01072,0.02152,21613906
JETTE,2014,4,0.00979,0.00096,0,0.01075,0.03067,21613906
JETTE,2014,5,0.01071,0.0011,0,0.01181,0.03168,21613906
JETTE,2014,6,0.01013,0.00093,0,0.01106,0.03078,21613906
JETTE,2014,7,0.00923,0.00092,0,0.01014,0.03016,21613906
JETTE,2014,8,0.00556,0.00065,0,0.00621,0.0287,21613906
JETTE,2014,9,0.00674,0.00071,0,0.00746,0.03078,21613906
JETTE,2014,10,0.00657,0.00076,0,0.00733,0.03155,21613906
JETTE,2014,11,0.00558,0.00062,0,0.0062,0.03059,21613906
JETTE,2014,12,0.00337,0.00041,0,0.00378,0.01727,21613906
JETTE,2015,1,0.00767,0.00084,0,0.00851,0.03181,21613906
JETTE,2015,2,0.00518,0.00069,0,0.00587,0.02873,21613906
JETTE,2015,3,0.00479,0.0006,0,0.00539,0.03176,21613906
JETTE,2015,4,0.00313,0.00038,0,0.00351,0.02838,21613906
JETTE,2015,5,0.00477,0.00053,0,0.0053,0.02941,21613906
JETTE,2015,6,0.00271,0.00032,0,0.00303,0.03035,21613906
JETTE,2015,7,0.00529,0.00062,0,0.00591,0.03181,21613906
JETTE,2015,8,0.00626,0.00065,0,0.00691,0.0301,21613906
JETTE,2015,9,0.00283,0.00041,0,0.00324,0.01768,21613906
JETTE,2015,10,0.00511,0.00053,0,0.00564,0.03185,21613906
JETTE,2015,11,0.00222,0.00025,0,0.00247,0.03078,21613906
JETTE,2015,12,0.00388,0.00049,0,0.00437,0.03165,21613906
JETTE,2016,1,0.00518,0.0007,0,0.00588,0.03181,21613906
JETTE,2016,2,0.00491,0.0006,0,0.00552,0.02975,21613906
JETTE,2016,3,0.00519,0.00063,0,0.00582,0.03137,21613906
JETTE,2016,4,0.00454,0.0006,0,0.00515,0.03059,21613906
JETTE,2016,5,0.0044,0.00056,0,0.00496,0.03181,21613906
JETTE,2016,6,0.00515,0.00066,0,0.00581,0.03078,21613906
JETTE,2016,7,0.00538,0.00065,0,0.00603,0.03067,21613906
JETTE,2016,8,0.00471,0.00061,0,0.00531,0.03181,21613906
JETTE,2016,9,0.00269,0.00033,0,0.00301,0.02095,21613906
JETTE,2016,10,0.00524,0.0007,0,0.00594,0.03165,21613906
JETTE,2016,11,0.00356,0.00084,0,0.0044,0.02962,21613906
JETTE,2016,12,0.00128,0.00029,0,0.00157,0.01179,21613906
JETTE,2017,1,0,0,0,0,0,21613906
JETTE,2017,2,0,0,0,0,0,21613906
JETTE,2017,3,0,0,0,0,0,21613906
JETTE,2017,4,0,0,0,0,0,21613906
JETTE,2017,5,0,0,0,0,0,21613906
JETTE,2017,6,0,0,0,0,0,21613906
JETTE,2017,7,0,0,0,0,0,21613906
JOHAN SVERDRUP,2019,8,0,0,0,0,0,26376286
JOHAN SVERDRUP,2019,9,0,0,0,0,0,26376286
JOHAN SVERDRUP,2019,10,0.63825,0.02965,0,0.6679,0.00049,26376286
JOHAN SVERDRUP,2019,11,1.5132,0.06911,0,1.58231,0.00118,26376286
JOHAN SVERDRUP,2019,12,1.73956,0.07896,0,1.81852,0.00119,26376286
JOHAN SVERDRUP,2020,1,1.56134,0.07097,0,1.63231,0.00228,26376286
JOHAN SVERDRUP,2020,2,1.73423,0.07773,0,1.81196,0.00175,26376286
JOHAN SVERDRUP,2020,3,1.8059,0.08089,0,1.88679,0.00203,26376286
JOHAN SVERDRUP,2020,4,1.95003,0.08672,0,2.03675,0.00209,26376286
JOHAN SVERDRUP,2020,5,2.23473,0.10263,0,2.33736,0.00229,26376286
